YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2010-05-11,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.0,51,0.186,1,0.220,1,0.341,51,0.15,0
2010-05-12,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.1,3,0.187,1,0.220,1,0.341,51,0.15,0
2010-05-12,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.2,51,0.187,1,0.220,1,0.340,51,0.15,0
2010-05-12,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.4,51,0.187,1,0.220,1,0.339,51,0.15,0
2010-05-12,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.5,3,0.187,1,0.220,1,0.338,51,0.15,0
2010-05-12,5:00,88.5,66.8,12,457,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,1,24,0,27,1,24,2,10,25,16,2,10,-9900,99,-9900,99,-9900,99,2.5,51,0.187,1,0.092,1,0.338,51,0.15,0
2010-05-12,6:00,81.5,73.1,197,1339,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,28,24,0,27,28,24,89,10,362,16,36,10,-9900,99,-9900,99,-9900,99,2.4,51,0.187,1,0.092,1,0.337,51,0.15,0
2010-05-12,7:00,70.5,82.4,446,1339,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,80,25,0,28,80,25,270,10,633,16,60,10,-9900,99,-9900,99,-9900,99,2.4,3,0.187,1,0.092,1,0.336,51,0.15,0
2010-05-12,8:00,59.2,92.0,684,1339,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,174,25,20,28,164,25,471,10,762,16,81,10,-9900,99,-9900,99,-9900,99,2.4,51,0.187,1,0.092,1,0.336,51,0.15,0
2010-05-12,9:00,48.0,103.0,895,1339,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,169,25,27,28,151,25,655,10,832,16,99,10,-9900,99,-9900,99,-9900,99,2.5,51,0.187,1,0.092,1,0.335,51,0.15,0
2010-05-12,10:00,37.3,117.1,1063,1339,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,494,25,91,28,422,25,804,10,872,16,111,10,-9900,99,-9900,99,-9900,99,2.6,3,0.187,1,0.092,1,0.334,51,0.15,0
2010-05-12,11:00,28.3,137.8,1177,1339,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,551,25,141,28,426,25,907,10,896,16,119,10,-9900,99,-9900,99,-9900,99,2.5,51,0.187,1,0.092,1,0.334,51,0.15,0
2010-05-12,12:00,23.2,168.8,1230,1339,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,629,25,53,28,580,25,955,10,906,16,123,10,-9900,99,-9900,99,-9900,99,2.4,51,0.187,1,0.092,1,0.333,51,0.15,0
2010-05-12,13:00,24.5,204.0,1218,1339,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,190,25,0,28,190,25,945,10,905,16,122,10,-9900,99,-9900,99,-9900,99,2.3,3,0.187,1,0.092,1,0.332,51,0.15,0
2010-05-12,14:00,31.4,231.0,1142,1339,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,233,25,20,28,216,25,877,10,892,16,117,10,-9900,99,-9900,99,-9900,99,2.3,51,0.187,1,0.092,1,0.332,51,0.15,0
2010-05-12,15:00,41.2,248.8,1006,1339,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,455,25,127,28,359,25,757,10,864,16,107,10,-9900,99,-9900,99,-9900,99,2.3,51,0.187,1,0.092,1,0.331,51,0.15,0
2010-05-12,16:00,52.1,261.5,821,1339,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,145,25,0,28,145,25,592,10,814,16,93,10,-9900,99,-9900,99,-9900,99,2.2,3,0.187,1,0.092,1,0.330,51,0.15,0
2010-05-12,17:00,63.4,271.8,598,1339,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,99,24,0,27,99,24,399,10,728,16,74,10,-9900,99,-9900,99,-9900,99,2.1,51,0.187,1,0.092,1,0.330,51,0.15,0
2010-05-12,18:00,74.6,281.2,354,1339,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,50,24,0,27,50,24,200,10,561,16,51,10,-9900,99,-9900,99,-9900,99,2.0,51,0.187,1,0.092,1,0.329,51,0.15,0
2010-05-12,19:00,85.2,290.4,108,1305,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,17,24,0,27,17,24,40,10,205,16,23,10,-9900,99,-9900,99,-9900,99,2.0,3,0.187,1,0.092,1,0.328,51,0.15,0
2010-05-12,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,51,0.187,1,0.092,1,0.327,51,0.15,0
2010-05-12,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,51,0.187,1,0.092,1,0.327,51,0.15,0
2010-05-12,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,3,0.187,1,0.092,1,0.326,51,0.15,0
2010-05-12,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,51,0.187,1,0.092,1,0.325,51,0.15,0
2010-05-12,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,51,0.187,1,0.092,1,0.325,51,0.15,0
2010-05-13,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,3,0.187,1,0.092,1,0.324,2,0.15,0
2010-05-13,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.187,1,0.092,1,0.324,51,0.15,0
2010-05-13,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.3,51,0.187,1,0.092,1,0.323,51,0.15,0
2010-05-13,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.187,1,0.092,1,0.323,51,0.15,0
2010-05-13,5:00,88.4,66.5,13,479,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,3,24,26,27,2,24,3,10,29,16,2,10,-9900,99,-9900,99,-9900,99,1.1,51,0.187,1,0.091,1,0.323,51,0.15,0
2010-05-13,6:00,81.4,72.9,200,1338,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,87,24,329,27,38,24,94,10,386,16,36,10,-9900,99,-9900,99,-9900,99,1.0,51,0.187,1,0.091,1,0.323,51,0.15,0
2010-05-13,7:00,70.4,82.2,449,1338,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,205,24,361,27,84,24,282,10,663,16,60,10,-9900,99,-9900,99,-9900,99,0.9,3,0.187,1,0.091,1,0.322,51,0.15,0
2010-05-13,8:00,59.1,91.8,687,1338,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,451,24,589,27,149,24,488,10,792,16,81,10,-9900,99,-9900,99,-9900,99,0.9,51,0.187,1,0.091,1,0.322,51,0.15,0
2010-05-13,9:00,47.8,102.7,897,1338,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,678,24,785,27,152,24,676,10,861,16,99,10,-9900,99,-9900,99,-9900,99,1.0,51,0.187,1,0.091,1,0.322,51,0.15,0
2010-05-13,10:00,37.2,116.8,1065,1338,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,805,24,815,27,156,24,828,10,901,16,111,10,-9900,99,-9900,99,-9900,99,1.1,3,0.187,1,0.091,1,0.321,51,0.15,0
2010-05-13,11:00,28.1,137.6,1179,1338,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,886,24,728,27,244,24,931,10,922,16,119,10,-9900,99,-9900,99,-9900,99,1.2,51,0.187,1,0.091,1,0.321,51,0.15,0
2010-05-13,12:00,23.0,168.7,1232,1338,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,885,24,745,27,199,24,978,10,929,16,122,10,-9900,99,-9900,99,-9900,99,1.2,51,0.187,1,0.091,1,0.321,51,0.15,0
2010-05-13,13:00,24.2,204.2,1220,1338,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,800,24,669,27,191,24,966,10,926,16,122,10,-9900,99,-9900,99,-9900,99,1.3,3,0.187,1,0.091,1,0.321,51,0.15,0
2010-05-13,14:00,31.2,231.3,1143,1338,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,298,24,96,27,216,24,892,10,908,16,116,10,-9900,99,-9900,99,-9900,99,1.5,51,0.187,1,0.091,1,0.320,51,0.15,0
2010-05-13,15:00,41.0,249.1,1008,1338,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,720,24,749,27,155,24,767,10,875,16,107,10,-9900,99,-9900,99,-9900,99,1.7,51,0.187,1,0.091,1,0.320,51,0.15,0
2010-05-13,16:00,52.0,261.7,823,1338,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,356,24,60,27,319,24,598,10,822,16,93,10,-9900,99,-9900,99,-9900,99,1.9,3,0.187,1,0.091,1,0.320,51,0.15,0
2010-05-13,17:00,63.3,272.0,601,1338,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,165,24,6,27,163,24,403,10,733,16,74,10,-9900,99,-9900,99,-9900,99,2.0,51,0.187,1,0.091,1,0.319,51,0.15,0
2010-05-13,18:00,74.5,281.4,357,1338,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,133,24,38,27,123,24,202,10,566,16,51,10,-9900,99,-9900,99,-9900,99,2.1,51,0.187,1,0.091,1,0.319,51,0.15,0
2010-05-13,19:00,85.2,290.6,112,1327,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,22,24,0,27,22,24,41,10,214,16,23,10,-9900,99,-9900,99,-9900,99,2.2,3,0.187,1,0.091,1,0.319,51,0.15,0
2010-05-13,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.2,51,0.187,1,0.091,1,0.318,51,0.15,0
2010-05-13,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.3,51,0.187,1,0.091,1,0.318,51,0.15,0
2010-05-13,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.3,3,0.187,1,0.091,1,0.318,51,0.15,0
2010-05-13,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.6,51,0.187,1,0.091,1,0.318,51,0.15,0
2010-05-13,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.8,51,0.187,1,0.091,1,0.317,51,0.15,0
2010-05-14,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.1,3,0.188,1,0.091,1,0.317,2,0.15,0
2010-05-14,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.2,51,0.188,1,0.091,1,0.318,51,0.15,0
2010-05-14,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.4,51,0.188,1,0.091,1,0.320,51,0.15,0
2010-05-14,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.5,3,0.188,1,0.091,1,0.321,51,0.15,0
2010-05-14,5:00,88.3,66.3,15,502,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,2,24,0,27,2,24,3,10,34,16,2,10,-9900,99,-9900,99,-9900,99,3.4,51,0.188,1,0.084,1,0.323,51,0.15,0
2010-05-14,6:00,81.2,72.8,204,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,30,24,0,27,30,24,94,10,386,16,35,10,-9900,99,-9900,99,-9900,99,3.3,51,0.188,1,0.084,1,0.324,51,0.15,0
2010-05-14,7:00,70.2,82.0,452,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,70,24,0,27,70,24,275,10,643,16,57,10,-9900,99,-9900,99,-9900,99,3.2,3,0.188,1,0.084,1,0.326,51,0.15,0
2010-05-14,8:00,58.9,91.5,689,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,119,24,0,27,119,24,472,10,765,16,78,10,-9900,99,-9900,99,-9900,99,3.4,51,0.188,1,0.084,1,0.327,51,0.15,0
2010-05-14,9:00,47.7,102.4,899,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,163,24,0,27,163,24,653,10,831,16,95,10,-9900,99,-9900,99,-9900,99,3.6,51,0.188,1,0.084,1,0.329,51,0.15,0
2010-05-14,10:00,37.0,116.5,1067,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,396,24,128,27,295,24,799,10,868,16,106,10,-9900,99,-9900,99,-9900,99,3.7,3,0.188,1,0.084,1,0.330,51,0.15,0
2010-05-14,11:00,27.9,137.3,1181,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,329,24,0,27,329,24,901,10,891,16,114,10,-9900,99,-9900,99,-9900,99,3.6,51,0.188,1,0.084,1,0.332,51,0.15,0
2010-05-14,12:00,22.7,168.6,1234,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,600,24,105,27,503,24,949,10,902,16,117,10,-9900,99,-9900,99,-9900,99,3.4,51,0.188,1,0.084,1,0.333,51,0.15,0
2010-05-14,13:00,24.0,204.4,1221,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,362,24,85,27,284,24,939,10,901,16,116,10,-9900,99,-9900,99,-9900,99,3.3,3,0.188,1,0.084,1,0.335,51,0.15,0
2010-05-14,14:00,31.0,231.6,1145,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,260,24,65,27,204,24,872,10,888,16,111,10,-9900,99,-9900,99,-9900,99,3.2,51,0.188,1,0.084,1,0.336,51,0.15,0
2010-05-14,15:00,40.9,249.4,1010,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,347,24,63,27,299,24,753,10,862,16,102,10,-9900,99,-9900,99,-9900,99,3.2,51,0.188,1,0.084,1,0.337,51,0.15,0
2010-05-14,16:00,51.8,262.0,825,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,108,24,39,27,84,24,591,10,814,16,89,10,-9900,99,-9900,99,-9900,99,3.1,3,0.188,1,0.084,1,0.339,51,0.15,0
2010-05-14,17:00,63.1,272.2,604,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,266,24,44,27,246,24,400,10,729,16,71,10,-9900,99,-9900,99,-9900,99,3.3,51,0.188,1,0.084,1,0.340,51,0.15,0
2010-05-14,18:00,74.3,281.6,361,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,154,24,91,27,129,24,203,10,569,16,49,10,-9900,99,-9900,99,-9900,99,3.5,51,0.188,1,0.084,1,0.342,51,0.15,0
2010-05-14,19:00,85.1,290.9,115,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,23,24,19,27,22,24,43,10,229,16,23,10,-9900,99,-9900,99,-9900,99,3.6,3,0.188,1,0.084,1,0.343,51,0.15,0
2010-05-14,20:00,90.0,295.7,0,11,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.6,51,0.188,1,0.084,1,0.345,51,0.15,0
2010-05-14,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.5,51,0.188,1,0.084,1,0.346,51,0.15,0
2010-05-14,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.4,3,0.188,1,0.084,1,0.348,51,0.15,0
2010-05-14,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.3,51,0.188,1,0.084,1,0.349,51,0.15,0
2010-05-14,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.1,51,0.188,1,0.084,1,0.351,51,0.15,0
2010-05-15,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,3.0,3,0.189,1,0.084,1,0.352,2,0.15,0
2010-05-15,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.9,51,0.189,1,0.084,1,0.352,51,0.15,0
2010-05-15,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.7,51,0.189,1,0.084,1,0.352,51,0.15,0
2010-05-15,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.6,3,0.189,1,0.084,1,0.352,51,0.15,0
2010-05-15,5:00,88.2,66.0,16,524,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,3,24,9,27,3,24,3,10,23,16,3,10,-9900,99,-9900,99,-9900,99,2.1,51,0.189,1,0.106,1,0.352,51,0.15,0
2010-05-15,6:00,81.1,72.6,207,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,89,24,209,27,57,24,94,10,352,16,39,10,-9900,99,-9900,99,-9900,99,1.6,51,0.189,1,0.106,1,0.352,51,0.15,0
2010-05-15,7:00,70.1,81.8,455,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,236,24,216,27,162,24,280,10,630,16,65,10,-9900,99,-9900,99,-9900,99,1.2,3,0.189,1,0.106,1,0.353,51,0.15,0
2010-05-15,8:00,58.8,91.3,692,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,380,24,468,27,138,24,484,10,764,16,89,10,-9900,99,-9900,99,-9900,99,1.2,51,0.189,1,0.106,1,0.353,51,0.15,0
2010-05-15,9:00,47.5,102.2,901,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,647,24,633,27,220,24,672,10,837,16,108,10,-9900,99,-9900,99,-9900,99,1.2,51,0.189,1,0.106,1,0.353,51,0.15,0
2010-05-15,10:00,36.8,116.3,1069,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,684,24,608,27,198,24,824,10,880,16,121,10,-9900,99,-9900,99,-9900,99,1.2,3,0.189,1,0.106,1,0.353,51,0.15,0
2010-05-15,11:00,27.7,137.0,1182,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,525,24,221,27,330,24,927,10,902,16,130,10,-9900,99,-9900,99,-9900,99,1.3,51,0.189,1,0.106,1,0.353,51,0.15,0
2010-05-15,12:00,22.5,168.5,1235,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,752,24,519,27,273,24,974,10,910,16,133,10,-9900,99,-9900,99,-9900,99,1.3,51,0.189,1,0.106,1,0.353,51,0.15,0
2010-05-15,13:00,23.8,204.6,1223,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,652,24,396,27,290,24,962,10,907,16,132,10,-9900,99,-9900,99,-9900,99,1.4,3,0.189,1,0.106,1,0.353,51,0.15,0
2010-05-15,14:00,30.8,231.9,1147,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,573,24,367,27,258,24,892,10,892,16,127,10,-9900,99,-9900,99,-9900,99,1.4,51,0.189,1,0.106,1,0.353,51,0.15,0
2010-05-15,15:00,40.7,249.6,1012,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,597,24,563,27,171,24,769,10,861,16,117,10,-9900,99,-9900,99,-9900,99,1.5,51,0.189,1,0.106,1,0.353,51,0.15,0
2010-05-15,16:00,51.7,262.2,828,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,394,24,273,27,225,24,602,10,808,16,102,10,-9900,99,-9900,99,-9900,99,1.5,3,0.189,1,0.106,1,0.353,51,0.15,0
2010-05-15,17:00,63.0,272.4,606,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,380,24,581,27,117,24,406,10,718,16,81,10,-9900,99,-9900,99,-9900,99,1.5,51,0.189,1,0.106,1,0.353,51,0.15,0
2010-05-15,18:00,74.2,281.8,364,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,173,24,231,27,110,24,205,10,548,16,56,10,-9900,99,-9900,99,-9900,99,1.4,51,0.189,1,0.106,1,0.353,51,0.15,0
2010-05-15,19:00,84.9,291.0,118,1337,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,39,24,147,27,26,24,43,10,197,16,26,10,-9900,99,-9900,99,-9900,99,1.4,3,0.189,1,0.106,1,0.354,51,0.15,0
2010-05-15,20:00,89.9,295.9,0,33,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,24,0,27,0,24,0,10,1,16,0,10,-9900,99,-9900,99,-9900,99,1.4,51,0.189,1,0.106,1,0.354,51,0.15,0
2010-05-15,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.189,1,0.106,1,0.354,51,0.15,0
2010-05-15,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,3,0.189,1,0.106,1,0.354,51,0.15,0
2010-05-15,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.189,1,0.106,1,0.354,51,0.15,0
2010-05-15,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,51,0.189,1,0.106,1,0.354,51,0.15,0
2010-05-16,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,3,0.190,1,0.106,1,0.354,2,0.15,0
2010-05-16,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.190,1,0.106,1,0.354,51,0.15,0
2010-05-16,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,51,0.190,1,0.106,1,0.353,51,0.15,0
2010-05-16,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,3,0.190,1,0.106,1,0.353,51,0.15,0
2010-05-16,5:00,88.2,65.8,17,546,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,4,24,0,27,4,24,3,10,1,16,3,10,-9900,99,-9900,99,-9900,99,1.6,51,0.190,1,0.293,1,0.353,51,0.15,0
2010-05-16,6:00,80.9,72.4,210,1336,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,56,24,18,27,53,24,74,10,114,16,56,10,-9900,99,-9900,99,-9900,99,1.6,51,0.190,1,0.293,1,0.352,51,0.15,0
2010-05-16,7:00,69.9,81.6,458,1336,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,151,24,35,27,139,24,236,10,363,16,112,10,-9900,99,-9900,99,-9900,99,1.7,3,0.190,1,0.293,1,0.352,51,0.15,0
2010-05-16,8:00,58.6,91.1,694,1336,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,194,24,39,27,174,24,436,10,528,16,162,10,-9900,99,-9900,99,-9900,99,1.6,51,0.190,1,0.293,1,0.351,51,0.15,0
2010-05-16,9:00,47.4,101.9,903,1336,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,314,24,83,27,257,24,627,10,630,16,201,10,-9900,99,-9900,99,-9900,99,1.6,51,0.190,1,0.293,1,0.351,51,0.15,0
